frequency_hz,magnitude,phase_rad
23.700000000000003,9.1306687617283e-17,-1.543782052246813
23.8,8.826328742258939e-17,-1.5761856392402624
23.900000000000002,7.464286766295856e-17,-1.4711127627415297
24.0,7.89363889848605e-17,-1.6192102856515833
24.1,8.346554627291385e-17,-1.6716528834168223
24.200000000000003,9.784655844450588e-17,-1.5443882460732188
24.3,8.55999520255678e-17,-1.5953269222884012
24.400000000000002,7.919300103502562e-17,-1.4825625708817936
24.5,8.525067946122767e-17,-1.5818998227848897
24.6,7.737812748805956e-17,-1.5261543439602592
24.700000000000003,9.571063000284716e-17,-1.5059676202819345
24.8,7.950951903718694e-17,-1.5723408569880684
24.900000000000002,7.923117923732802e-17,-1.5222396259974027
25.0,7.78175618195255e-17,-1.6023618263307498
25.1,8.538246956635731e-17,-1.5763117654939467
25.200000000000003,9.104480877640054e-17,-1.6191813092311498
25.3,7.97859766350276e-17,-1.5210179130411219
25.400000000000002,7.48829727600005e-17,-1.4795246269862128
25.5,8.175429210223214e-17,-1.5791742719075987
25.6,8.417593968952434e-17,-1.5239829131026548
25.700000000000003,8.756450578062027e-17,-1.5661900890924219
25.8,7.339907979328465e-17,-1.565204523843753
25.900000000000002,7.344385480359471e-17,-1.345756771224122
26.0,7.582308954717998e-17,-1.4967894254612293
26.1,8.640427148999212e-17,-1.5148961141855528
26.200000000000003,1.0121849102339256e-16,-1.600071268162465
26.3,5.713069998217707e-17,-1.3841958417012588
26.400000000000002,4.5509462721885683e-17,-0.3105990732646932
26.5,1.5773885983115192e-16,-1.647102198464181
26.6,3.551929787455481e-17,-2.6869820333483494
26.700000000000003,5.898133840552311e-17,-1.518789932629944
26.8,9.189213730816673e-17,-1.3678562977940762
26.900000000000002,7.861843979366146e-17,-1.2696435748253247
27.0,3.7803108202946114e-17,-1.792180968427112
27.1,6.605616482881365e-17,-2.187320793336225
27.200000000000003,6.790063796979854e-17,-1.803782566780748
27.3,1.0141827144708312e-16,-1.8126669872453678
27.400000000000002,1.2088929244637107e-16,-1.4693149304918376
27.5,9.986955411413595e-17,-1.3495928399040131
27.6,7.844215258168624e-17,-1.0844741560520212
27.700000000000003,5.606809918193049e-17,-1.0163417365086675
27.8,4.115149972040515e-17,-1.5238326025210118
27.900000000000002,4.6540814022657867e-17,-1.623912263391357
28.0,6.325484068956196e-17,-1.7517409548712168
28.1,5.761529996716463e-17,-1.6745628032710764
28.200000000000003,6.084752331332462e-17,-1.6656155302479736
28.3,6.4628950803782e-17,-1.6729900186753597
28.400000000000002,7.178499707068574e-17,-1.674778526816969
28.5,7.042888555685738e-17,-1.768395292981934
28.6,7.39207287901004e-17,-1.72108628007508
28.700000000000003,7.495122944854527e-17,-1.6696201088457732
28.8,8.457225957229659e-17,-1.2564217750926647
28.900000000000002,5.729326694262349e-17,-1.7953494829221273
29.0,6.752796758556477e-17,-1.7684338106510458
29.1,7.841956517518811e-17,-1.8341410384382344
29.200000000000003,5.536350360695686e-17,-1.2751021180585909
29.3,1.0138867918013796e-16,-1.2844390587987806
29.400000000000002,8.137814714039039e-17,-2.5402149967382934
29.5,9.445262918619484e-17,-1.5730547808205628
29.6,7.907800283526994e-17,-0.5841802021400185
29.700000000000003,9.870982245872703e-17,-1.8499667665581434
29.8,5.043975472887824e-17,-1.8264058668067542
29.900000000000002,7.781826030015982e-17,-1.2957554539947382
30.0,6.296759535042192e-17,-1.6067090174296712
30.1,6.210727541649579e-17,-1.3763801478512283
30.200000000000003,7.811223487681118e-17,-1.670094801818053
30.3,5.862074517867124e-17,-1.5996432730803538
30.400000000000002,7.471088668732301e-17,-1.3950543133263889
30.5,6.501500558392832e-17,-1.5702426827720337
30.6,5.2059785411449643e-17,-1.540762157246552
30.700000000000003,6.776427809207431e-17,-1.5780432014570487
30.8,5.054528893927926e-17,-1.6975635356809824
30.900000000000002,7.396808613358667e-17,-1.3998021261382503
31.0,6.342645451767686e-17,-1.614038469932632
31.1,5.1365742281213945e-17,-1.5163120577048397
31.200000000000003,6.455049193208723e-17,-1.6603190817747113
31.3,5.411496283998134e-17,-1.6124883456187742
31.400000000000002,7.309402181313999e-17,-1.4074260597476338
31.5,5.408053642204401e-17,-1.5915101280952373
31.6,6.129487362346793e-17,-1.5104893275508577
31.700000000000003,6.165054747665186e-17,-1.6597175006177833
31.8,5.5093161418101023e-17,-1.589021142605794
31.900000000000002,6.745029584373615e-17,-1.5115212305829782
32.0,6.396196595335132e-17,-1.655367502290479
32.1,6.598292313311282e-17,-1.5170615415154218
32.2,6.659052866835804e-17,-1.567042925945829
32.300000000000004,5.79823143095093e-17,-1.4776918188073658
32.4,6.576734068293825e-17,-1.4384216531836247
32.5,6.066039156107443e-17,-1.5741693869847362
32.6,6.175519300319229e-17,-1.3908972749719999
32.7,6.249827837010089e-17,-1.6112990834493939
32.800000000000004,4.816257903516272e-17,-1.4116680626749036
32.9,7.927159780018978e-17,-1.2751859602524567
33.0,2.4558648352771893e-18,-1.865806831672757
33.1,7.286011014103839e-17,-1.8290653947816107
33.2,5.1090818903339894e-17,-1.7060403743594474
33.300000000000004,5.601900321526714e-17,-1.504208455077893
33.4,6.300521385357268e-17,-1.7500602896358906
33.5,4.6407764684309157e-17,-1.741194227889084
33.6,6.853254290778834e-17,-1.7655862275757652
33.7,5.3902395364176464e-17,-1.460473020002966
33.800000000000004,5.987041299877618e-17,-1.6989705902055983
33.9,6.910471845356257e-17,-1.3776523729251613
34.0,4.454715062308893e-17,-1.4928145019279182
34.1,5.137008510978159e-17,-1.579140338977088
34.2,5.0977020984544495e-17,-1.7594484842300848
34.300000000000004,5.668883074691001e-17,-1.7130694766794772
34.4,6.060527748505826e-17,-1.5015455815341525
34.5,5.128714378713785e-17,-1.4157557410752963
34.6,3.650367405345891e-17,-1.4430771196605514
34.7,3.358108908099426e-17,-2.16728724504562
34.800000000000004,4.627331619109555e-17,-2.259654447666998
34.9,7.483073976296065e-17,-2.0898830900542276
35.0,8.204810696217107e-17,-1.9120683716067157
35.1,8.919487544963548e-17,-1.642025614374125
35.2,7.734102481423895e-17,-1.559851298108701
35.300000000000004,6.49040381726958e-17,-1.275593612591163
35.4,5.098987929075285e-17,-1.6036459706751176
35.5,5.560560798890813e-17,-1.638725063364075
35.6,7.344895666441446e-17,-1.6502993685476788
35.7,6.216108482137279e-17,-1.454215033460894
35.800000000000004,5.3870549011233933e-17,-1.3562399622762507
35.9,4.41112024517309e-17,-1.529104494194263
36.0,6.073641380047289e-17,-1.601914848266823
36.1,6.057319820356474e-17,-1.5855647076355799
36.2,5.89626591817977e-17,-1.5636650208665437
36.300000000000004,5.3468275626210075e-17,-1.4085734252839306
36.4,5.548904328119947e-17,-1.4838446603403193
36.5,5.0296864499714296e-17,-1.5250808903669713
36.6,6.433062956630311e-17,-1.5702566451514133
36.7,5.947712696860132e-17,-1.6855492608984193
36.800000000000004,5.1298967026270967e-17,-1.1795434810640086
36.9,4.6726385185884676e-17,-0.9380599157399545
37.0,1.9896306987367895e-17,-0.3109367351945483
37.1,6.030806266503703e-17,-2.1276249050551295
37.2,6.200828046574592e-17,-1.9252065940497438
37.300000000000004,4.8712754228092206e-17,-1.7599223672889668
37.4,2.0153420821350165e-17,-0.20122275471241702
37.5,1.5879145109472942e-16,-1.4107694170618654
37.6,3.106518519342379e-17,2.3656615957606166
37.7,2.969476382586909e-17,-2.183094503321812
37.800000000000004,7.434987028177669e-17,-1.4925579597469847
37.9,7.301829781708377e-17,-1.594275462001184
38.0,3.5469443031781436e-17,-1.6294617800920244
38.1,4.6652836717294223e-17,-1.8381477954942131
38.2,3.5151767896394776e-17,-1.7735594869772897
38.300000000000004,5.0408179330681526e-17,-1.7482258815752312
38.400000000000006,6.180494382376401e-17,-1.9148084905141969
38.5,6.295079640134755e-17,-1.7421082813783924
38.6,6.07683665623454e-17,-1.7868349570930995
38.7,4.199947047613072e-17,-1.5701483649614916
38.800000000000004,6.74839401318324e-17,-1.5430132013734605
38.900000000000006,6.363813975605396e-17,-1.811676764261309
39.0,5.4756434107778794e-17,-1.5388113853437762
39.1,5.460327437171674e-17,-1.8155166479397276
39.2,2.70969771612958e-17,-0.9766166681018595
39.300000000000004,8.048580816452258e-17,-1.2792049420311467
39.400000000000006,8.327196354104613e-17,-2.6996217414347887
39.5,8.311442952688422e-17,-1.5889324252841777
39.6,7.004400443840824e-17,-0.4943430858002198
39.7,7.801533667836769e-17,-1.9304811961463344
39.800000000000004,2.8981540523232375e-17,-2.24014801215832
39.900000000000006,5.448595161522989e-17,-1.4794269183962583
40.0,4.9572385559346034e-17,-1.7187740143103833
40.1,6.584384014073687e-17,-1.7145481021388027
40.2,5.5099453753596224e-17,-0.9850388507557664
40.300000000000004,5.72753122690331e-17,-2.4029634320592614
40.400000000000006,8.449284917350998e-17,-1.3286937152786151
40.5,5.519915727181686e-17,-1.5019068631680976
40.6,3.94474136539664e-17,-1.1225319813155161
40.7,4.232010513377641e-17,-1.7518409634404766
40.800000000000004,4.064735853138274e-17,-1.8217403839726243
40.900000000000006,6.08635960352541e-17,-1.4832944174105736
41.0,5.1183982042910903e-17,-1.670625890886158
41.1,4.1813238097526124e-17,-1.3713003717334533
41.2,4.588285849021599e-17,-1.7508533119646645
41.300000000000004,4.187161794013124e-17,-1.8015211811823906
41.400000000000006,5.945217581238883e-17,-1.58430984925193
41.5,4.743174562847867e-17,-1.6309512311524768
41.6,4.935767109195603e-17,-1.6511601331947843
41.7,4.460562854348446e-17,-1.7058066529549212
41.800000000000004,4.5081292342317354e-17,-1.5778942804978393
41.900000000000006,4.720521120832211e-17,-1.6701879578863217
42.0,5.3202003139167736e-17,-1.5658443777328637
42.1,5.498214019849566e-17,-1.7829593382164437
42.2,4.4841236471045196e-17,-1.6662524307432611
42.300000000000004,6.298699258007927e-17,-1.8479945061571283
42.400000000000006,5.529970264355974e-17,-2.7501604382369256
42.5,1.676928037840482e-16,-1.558546628322079
42.6,5.644609028808327e-17,-0.20640223622006873
42.7,6.327888994433293e-17,-1.4235151921640328
42.800000000000004,4.729256331088223e-17,-1.3600175257350369
42.900000000000006,5.3424735324451716e-17,-1.460108679393777
43.0,5.933108074324378e-17,-1.5896467448153013
43.1,3.809305102107869e-17,-1.2241766504424327
43.2,5.418380004433139e-17,-1.493704552279184
43.300000000000004,3.451830567318732e-17,-1.3133277495797768
43.400000000000006,3.970316943439364e-17,-1.0307280407523118
43.5,4.520980099681146e-17,-1.7677226805025268
43.6,5.0604189863386156e-17,-1.6890631134274254
43.7,4.8346004829078997e-17,-1.3418448458919163
43.800000000000004,4.3704158565368865e-17,-1.710729483319658
43.900000000000006,7.162693784534674e-17,-1.1114341760761257
44.0,3.893921497224098e-17,-1.3431108045180793
44.1,3.379909504409547e-17,-1.2854243914523704
44.2,4.051013702244086e-17,-1.9172583019209533
44.300000000000004,3.8965077354996735e-17,-1.5247118379630495
44.400000000000006,5.753055495904e-17,-1.1797662833217872
44.5,2.0125213920435807e-17,-1.0362231093055845
44.6,2.3855718041391244e-17,-1.5317012371837642
44.7,1.9901671567448526e-17,-2.368025012926477
44.800000000000004,4.1514413374422764e-17,-2.4251222609666043
44.900000000000006,6.144928049697317e-17,-2.0973966333187217
45.0,7.055262062128607e-17,-1.9009601583688467
45.1,6.651624117535367e-17,-1.6051969506442132
45.2,6.108383777616497e-17,-1.5569447929860585
45.300000000000004,4.887677402101681e-17,-1.4389965570278729
45.400000000000006,4.8214299134105663e-17,-1.45723163597971
45.5,4.9690798221996806e-17,-1.5587018420530496
45.6,5.2333004221667053e-17,-1.4404047445432808
45.7,5.175239119366149e-17,-1.4609240434551891
45.800000000000004,4.1073818548915544e-17,-1.602870859530941
45.900000000000006,3.9907172719161887e-17,-1.4547174816120263
46.0,4.881542687399676e-17,-1.643579880117794
46.1,3.445542269177064e-17,-1.4822153267361886
46.2,5.79127009807421e-17,-1.8599356925616706
46.300000000000004,4.64968684634311e-17,-1.7004758369515085
46.400000000000006,4.933138334068991e-17,-1.3575149107207847
46.5,4.3281489635379357e-17,-1.6971590653518445
46.6,2.7291543096922186e-17,-1.613213615028863
46.7,6.35899626016947e-17,-2.1054422976138563
46.800000000000004,6.693421274996387e-17,-1.1556379646050776
46.900000000000006,4.3981009798015165e-17,-1.6268773417398819
47.0,4.70910335688922e-17,-1.4882304888966125
47.1,4.334264207061464e-17,-1.649617958349672
47.2,3.8808585458351844e-17,-1.584123079436792
47.300000000000004,4.664564038634437e-17,-1.5165779814719402
47.400000000000006,4.986551446716818e-17,-1.5942117399068139
47.5,4.19795465586745e-17,-1.491406112593332
47.6,3.6403225559983646e-17,-1.5382277712977628
47.7,3.514184584715997e-17,-1.6278683102271034
47.800000000000004,4.926530231668236e-17,-1.5901344226834448
47.900000000000006,5.094230476346389e-17,-1.5853247709979805
48.0,3.150329108538637e-17,-1.5389094536637997
48.1,4.6833511351057357e-17,-1.5901879151853409
48.2,3.5351306305845623e-17,-1.5892705528760591
48.300000000000004,3.9681898842853146e-17,-1.6969232747351948
48.400000000000006,4.2219117760523616e-17,-1.6427110937755516
48.5,4.603503249894023e-17,-1.6151764773333823
48.6,4.473159302759199e-17,-1.6286782062902658
48.7,3.8243448525467336e-17,-1.4928740157261127
48.800000000000004,4.5568581779927115e-17,-1.7491935600037016
48.900000000000006,5.331123021224306e-17,-1.4968049935895864
49.0,4.801805528005137e-17,-1.4908738670693904
49.1,4.0784015113507955e-17,-1.3949347283415843
49.2,3.4362869237200156e-17,-1.4171755875289143
49.300000000000004,3.888162903770631e-17,-1.5151784426457646
49.400000000000006,3.545860166213329e-17,-1.5955888156997227
49.5,3.745482554806259e-17,-1.5716856377352781
49.6,4.0694792301097993e-17,-1.66666395801985
49.7,3.724991351539834e-17,-1.504550052002964
49.800000000000004,5.0512054762768245e-17,-1.5412059292992686
49.900000000000006,3.565982622397454e-17,-1.8852344433333161
50.0,4.367228193148339e-17,-1.7739268225206462
50.1,6.293218979142852e-17,-1.895426561732741
50.2,4.5345425310975203e-17,-0.839895604070962
50.300000000000004,5.3953780022166367e-17,-2.2239648541273866
50.400000000000006,6.939415315799354e-17,-1.3805055234203243
50.5,4.404409279102224e-17,-1.4569100473577197
50.6,3.030083705239283e-17,-1.2690653667247236
50.7,3.8928575650678664e-17,-1.640546822543845
50.800000000000004,4.658696007893751e-17,-1.5725312607245507
50.900000000000006,6.042229975640023e-17,-1.4701515121652458
51.0,8.074077916493053e-18,-1.5427117434465418
51.1,4.2943446539592573e-17,-1.5831840878748171
51.2,4.2580270274517587e-17,-1.7635022970276455
51.300000000000004,4.2473861211523313e-17,-1.89066006063578
51.400000000000006,5.3446518748116117e-17,-1.5301659322003471
51.5,4.3497881129091656e-17,-1.5443826449288796
51.6,3.7032587867849165e-17,-1.5651599883143905
51.7,4.440174194964112e-17,-1.7939243452143008
51.800000000000004,5.05502013501131e-17,-1.713801359293696
51.900000000000006,6.054558925553999e-17,-1.5141806099419424
52.0,6.408913754335027e-17,-1.3229724201007331
52.1,4.608486294244254e-17,-1.1269746181726183
52.2,3.5205157042508296e-17,-0.762912922666714
52.300000000000004,2.0324474740227677e-17,-1.410841123897361
52.400000000000006,2.562200176098751e-17,-1.6690134382147426
